PERMIT.NUMBER,OWNER.NAME,OPERATING.NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY,full_address,Lat,Lng
SC-S-20011,MOTTE AND SONS BOOTLEGGING CO LLC,Â,220 E DANIEL MORGAN AVE,SPARTANBURG,SC,29302,0,Spartanburg,220 E DANIEL MORGAN AVE SPARTANBURG SC 29302,34.9565131,-81.9312183
SC-S-20012,"CHARLESTON DISTILLERS, LLC",Â,474 DEANNA LN,CHARLESTON,SC,29492,0,Â,474 DEANNA LN CHARLESTON SC 29492,32.906394,-79.917515
SC-S-20013,"LUCKY DUCK DISTILLERY, LLC",Â,17 YEMASSEE HWY,YEMASSEE,SC,29945,0,United States,17 YEMASSEE HWY YEMASSEE SC 29945,32.6880404,-80.8478988
SC-S-20014,SALUTE! LLC,Â,800 OLD JONES RD,GEER,SC,29651,0,Spartanburg,800 OLD JONES RD GEER SC 29651,34.88445,-82.1789
SC-S-20015,"DAUFUSKIE ISLAND RUM COMPANY, LLC",Â,270 HAIG POINT RD,DAUFUSKIE ISLAND,SC,29915,0,BEAUFORT,270 HAIG POINT RD DAUFUSKIE ISLAND SC 29915,32.1142214,-80.8806651
SC-S-20016,"PORT CITY DISTILLERY, LLC",Â,7171 BRYHAWKE CIR,NORTH CHARLESTON,SC,29418,0,Charleston,7171 BRYHAWKE CIR NORTH CHARLESTON SC 29418,32.909264,-80.069289
SC-S-20017,"CROUCH DISTILLING, LLC",Â,947 S STADIUM RD,COLUMBIA,SC,29201,0,Richland,947 S STADIUM RD COLUMBIA SC 29201,33.9703774,-81.0255666
SC-S-20018,"HOLLOW CREEK DISTILLERY, LLC",Â,3407 HIGHWAY 378,LEESVILLE,SC,29070,0,Lexington,3407 HIGHWAY 378 LEESVILLE SC 29070,34.0219903,-81.4530297
SC-S-20019,"CHATTOOGA BELLE FARM DISTILLERY, LLC",Â,454 DAMASCUS CHURCH RD,LONG CREEK,SC,29658,0,Oconee,454 DAMASCUS CHURCH RD LONG CREEK SC 29658,34.7667779,-83.2691452
SC-S-20020,"GRANDMA'S HANDS GRANDPA'S POCKETS, LLC",Â,330 MAIN ST,REIDVILLE,SC,29375,0,Spartanburg,330 MAIN ST REIDVILLE SC 29375,34.8603179,-82.1101149
SC-S-20021,"JAKAL DISTILLERY, LLC",Â,106 FABRISTER LN,LEXINGTON,SC,29072,0,Â,106 FABRISTER LN LEXINGTON SC 29072,33.9805686,-81.2761949
SC-S-20022,"CANNON COLLECTIVE, LLC",CANNON DISTILLERY,813 SAVANNAH HWY,CHARLESTON,SC,29407,7278,Charleston,813 SAVANNAH HWY CHARLESTON SC 29407,32.781755,-79.985565
SC-S-20023,"RATIONAL SPIRITS, LLC",RATIONAL SPIRITS,3138 INDUSTRY DR,NORTH CHARLESTON,SC,29418,0,Â,3138 INDUSTRY DR NORTH CHARLESTON SC 29418,32.925937,-80.062137
SC-S-20024,"GORGET DISTILLING CO.,",GORGET DISTILLING,1974 A WHITING WAY,LUGOFF,SC,29078,0,KERSHAW,1974 A WHITING WAY LUGOFF SC 29078,34.15634,-80.732848
SC-S-20025,"RED BORDNER DISTILLERY, LLC",Â,4190 PARRIS BRIDGE RD,BOILING SPRINGS,SC,29316,0,Spartanburg,4190 PARRIS BRIDGE RD BOILING SPRINGS SC 29316,35.046177,-81.940708
SC-S-20026,"RED BARN LIKKER, LLC",RED BARN LIKKER,101 COURT SQ,ABBEVILLE,SC,29620,0,Abbeville,101 COURT SQ ABBEVILLE SC 29620,34.177011,-82.3787177
SC-S-20027,"HILTON HEAD DISTILLERY, LLC",HILTON HEAD DISTILLERY,14 CARDINAL RD,HILTON HEAD ISLAND,SC,29926,0,USA,14 CARDINAL RD HILTON HEAD ISLAND SC 29926,32.2239099,-80.70178
SC-S-20028,MOUNTAIN CREEK DISTILLERY LLC,Â,103 CRIBBS WAY,EASLEY,SC,29640,0,Â,103 CRIBBS WAY EASLEY SC 29640,34.9547669,-82.5746152
SD-S-15000,"DAKOTA SPIRITS DISTILLERY, LLC",BICKERING BROTHERS,3601 AIRPORT RD,PIERRE,SD,57501,5603,HUGHES,3601 AIRPORT RD PIERRE SD 57501,44.3821403,-100.2999527
SD-S-15001,"STILL 173, LLC",Â,31303 464TH AVE,VERMILLION,SD,57069,6702,CLAY,31303 464TH AVE VERMILLION SD 57069,42.851772,-96.9244626
SD-S-20001,"BLACK HILLS DAKOTA DISTILLERY, LLC",Â,8320 N BLUCKSBERG MTN. RD,STURGIS,SD,57785,2811,Meade,8320 N BLUCKSBERG MTN. RD STURGIS SD 57785,44.3644466,-103.4534051
SD-S-20002,"GLACIAL LAKES DISTILLERY, LLC",Â,1207 6TH AVE NW,WATERTOWN,SD,57201,0,Codington,1207 6TH AVE NW WATERTOWN SD 57201,44.908106,-97.135301
SD-S-20003,"VALIANT VINEYARDS, INC.",STONE FACES DISTILLERY,12670 ROBINS ROOST RD,HILL CITY,SD,57745,6519,Pennington,12670 ROBINS ROOST RD HILL CITY SD 57745,43.9452755,-103.5344834
SD-S-20004,CONTRABAND LLC,Â,300 BOX ELDER RD W,BOX ELDER,SD,57719,0,Pennington,300 BOX ELDER RD W BOX ELDER SD 57719,44.1149887,-103.0910967
SD-S-20006,BADLANDS DISTILLERY LLC,Â,425 SD HWY 73,KADOKA,SD,57543,0,Jackson,425 SD HWY 73 KADOKA SD 57543,43.8390462,-101.5232416
TN-S-10,BROWN-FORMAN CORPORATION,"JACK DANIEL DISTILLERY, LEM MOTLOW PROPRIETOR",280 LYNCHBURG HWY,LYNCHBURG,TN,37352,5271,MOORE,280 LYNCHBURG HWY LYNCHBURG TN 37352,35.2852833,-86.3683442
TN-S-11,"JACK DANIEL DISTILLERY, LEM MOTLOW, PROP., INC.",JACK DANIEL DISTILLERY,280 LYNCHBURG HWY,LYNCHBURG,TN,37352,0,MOORE,280 LYNCHBURG HWY LYNCHBURG TN 37352,35.2852833,-86.3683442
TN-S-12,"PRICHARDS' DISTILLERY, INC.",Â,11 KELSO SMITHLAND RD,KELSO,TN,37348,6112,LINCOLN,11 KELSO SMITHLAND RD KELSO TN 37348,35.1288673,-86.4647024
TN-S-15000,"CHISM HARDY ENTERPRISES, LLC",HARDY BOTTLING COMPANY,5151 E RAINES RD,MEMPHIS,TN,38118,0,SHELBY,5151 E RAINES RD MEMPHIS TN 38118,35.0328032,-89.8916583
TN-S-15003,"DIAGEO AMERICAS SUPPLY, INC.",GEORGE A. DICKEL & CO.,1950 CASCADE HOLLOW RD,TULLAHOMA,TN,37388,0,COFFEE,1950 CASCADE HOLLOW RD TULLAHOMA TN 37388,35.4382849,-86.244465
TN-S-15004,"OLE SMOKY DISTILLERY, LLC",Â,903 PARKWAY,GATLINBURG,TN,37738,0,SEVIER,903 PARKWAY GATLINBURG TN 37738,35.7110328,-83.5195088
TN-S-15005,CORSAIR ARTISAN LLC,Â,1200 CLINTON ST,NASHVILLE,TN,37203,2894,DAVIDSON,1200 CLINTON ST NASHVILLE TN 37203,36.1649522,-86.7954028
TN-S-15007,GOLDEN RULE DISTILLING COMPANY,SHORT MOUNTAIN DISTILLERY,113 MOUNTAIN SPIRITS LN,WOODBURY,TN,37190,6275,CANNON,113 MOUNTAIN SPIRITS LN WOODBURY TN 37190,35.8665301,-85.9310884
TN-S-15008,"BLUES CITY BREWERY, LLC",Â,5151 E RAINES RD,MEMPHIS,TN,38118,7026,SHELBY,5151 E RAINES RD MEMPHIS TN 38118,35.0328032,-89.8916583
TN-S-15010,"SPEAKEASY SPIRITS, LLC",SPEAKEASY SPIRITS,900 44TH AVE,NASHVILLE,TN,37209,2201,DAVIDSON,900 44TH AVE NASHVILLE TN 37209,36.1583561,-86.83954
TN-S-15011,"OLE SMOKY DISTILLERY, LLC",Â,2470 EAST PKWY,GATLINBURG,TN,37738,0,SEVIER,2470 EAST PKWY GATLINBURG TN 37738,35.7419126,-83.4076224
TN-S-20001,"RMRH ENTERPRISES, LLC",EAST TENNESSEE DISTILLERY,220 PINEY FLATS RD,PINEY FLATS,TN,37686,0,United States,220 PINEY FLATS RD PINEY FLATS TN 37686,36.4231492,-82.3121656
TN-S-20003,TENN SOUTH DISTILLERY LLC,Â,1800 ABERNATHY RD,LYNNVILLE,TN,38472,5006,Giles,1800 ABERNATHY RD LYNNVILLE TN 38472,35.3503494,-87.0173787
TN-S-20005,"NELSON'S GREEN BRIER DISTILLERY, LLC",NELSON'S GREEN BRIER,1414 CLINTON ST,NASHVILLE,TN,37203,0,Â,1414 CLINTON ST NASHVILLE TN 37203,36.1635647,-86.7979407
TN-S-20006,BEECHTREE DISTILLERY LLC,Â,3628 TROUSDALE DR,NASHVILLE,TN,37204,4523,Davidson,3628 TROUSDALE DR NASHVILLE TN 37204,36.0959704,-86.7490554
TN-S-20007,"SOUTHERN PRIDE DISTILLERY, LLC",Â,108 SMITH MILL RD,FAYETTEVILLE,TN,37334,0,Lincoln,108 SMITH MILL RD FAYETTEVILLE TN 37334,35.0342655,-86.529456
TN-S-20008,"SUGARLANDS DISTILLING COMPANY, LLC",SUGARLANDS DISTILLING COMPANY,805 PARKWAY,GATLINBURG,TN,37738,0,SEVIER,805 PARKWAY GATLINBURG TN 37738,35.7116373,-83.5187463
TN-S-20009,"FULL THROTTLE SLOON SHINE, LLC",Â,45 GIN ST,TRIMBLE,TN,38259,1501,DYER,45 GIN ST TRIMBLE TN 38259,36.2053005,-89.190694
TN-S-20010,POPCORN SUTTON DISTILLING LLC,AVERY''S TRAIL DISTILLING COMPANY,830 HIGHWAY 25-70,NEWPORT,TN,37821,0,Cocke,830 HIGHWAY 25-70 NEWPORT TN 37821,35.9577276,-83.1695255
TN-S-20011,"OLE SMOKY DISTILLERY, LLC",Â,131 THE ISLAND DRIVE,PIGEON FORGE,TN,37863,0,Sevier,131 THE ISLAND DRIVE PIGEON FORGE TN 37863,35.8036479,-83.5711386
TN-S-20012,"OLD FORGE DISTILLERY, LLC",Â,170 OLD MILL AVENUE,PIGEON FORGE,TN,37863,0,Sevier,170 OLD MILL AVENUE PIGEON FORGE TN 37863,35.7886764,-83.5539567
TN-S-20014,"DUCK RIVER DISTILLERY, INC.",Â,1410 POWELL LN,LEWISBURG,TN,37091,0,MARSHALL,1410 POWELL LN LEWISBURG TN 37091,35.5691066,-86.7578985
TN-S-20015,"PRICHARDS' DISTILLERY, INC.",Â,4105 WHITES CREEK PIKE,WHITES CREEK,TN,37189,9112,Davidson,4105 WHITES CREEK PIKE WHITES CREEK TN 37189,36.2557385,-86.829713
TN-S-20016,"DUMPLIN CREEK DISTILLERY, LLC",THUNDER ROAD DISTILLERY,3605 OUTDOOR SPORTSMANS PL,SEVIERVILLE,TN,37764,0,Â,3605 OUTDOOR SPORTSMANS PL SEVIERVILLE TN 37764,35.985906,-83.609431
TN-S-20017,"GREAT SMOKY MTS DISTILLERY, INC.",Â,519 PARKWAY,GATLINBURG,TN,37738,3201,Sevier,519 PARKWAY GATLINBURG TN 37738,35.7140714,-83.5109661
TN-S-20018,BRYANT DISTILLERY LLC,SAMUEL T BRYANT DISTILLERY,1331 LOWER BROWNSVILLE RD,JACKSON,TN,38301,0,Â,1331 LOWER BROWNSVILLE RD JACKSON TN 38301,35.6338483,-88.9586446
TN-S-20019,NATURAL INFUSIONS LLC,NATURAL INFUSIONS,4295 CROMWELL RD,CHATTANOOGA,TN,37421,0,Â,4295 CROMWELL RD CHATTANOOGA TN 37421,35.0656012,-85.1964458
TN-S-20020,"BIG RIVER DISTILLING COMPANY, LLC",BIG RIVER DISTILLING COMPANY,802 ROYAL AVE,MEMPHIS,TN,38107,0,Shelby,802 ROYAL AVE MEMPHIS TN 38107,35.18251,-90.03007
TN-S-20021,H. CLARK DISTILLING COMPANY LLC,H CLARK DISTILLERY,1557 THOMPSON STATION RD W,THOMPSONS STATION,TN,37179,0,Williamson,1557 THOMPSON STATION RD W THOMPSONS STATION TN 37179,35.8001239,-86.9112875
TN-S-20022,BOOTLEGGERS LLC,BOOTLEGGERS DISTILLERY,3567 HARTFORD RD,HARTFORD,TN,37753,0,Cocke,3567 HARTFORD RD HARTFORD TN 37753,35.8191489,-83.1464636
TN-S-20023,"TENNESSEE HILLS DISTILLERY, LLC",Â,127 FOX ST,JONESBOROUGH,TN,37659,1309,Washington,127 FOX ST JONESBOROUGH TN 37659,36.293658,-82.471303
TN-S-20024,HOOK & LADDER DISTILLERY LLC,Â,316 BROAD ST,KINGSPORT,TN,37660,0,Sullivan,316 BROAD ST KINGSPORT TN 37660,36.547989,-82.5599019
TN-S-20025,ARVIS M KEYS,COCKE COUNTY DISTILLERY,337 OLD KNOXVILLE HWY,NEWPORT,TN,37821,0,Cocke,337 OLD KNOXVILLE HWY NEWPORT TN 37821,35.9677099,-83.2018804
TN-S-20026,CUNNINGHAM SPIRITS LLC,OLD GLORY DISTILLING COMPANY,451 ALFRED THUN RD,CLARKSVILLE,TN,37040,5335,MONTGOMERY,451 ALFRED THUN RD CLARKSVILLE TN 37040,36.59649,-87.2776507
TN-S-20027,TENNESSEE DISTILLING GROUP LLC,TENNESSEE DISTILLING LTD,1929 RIDGECREST DR,COLUMBIA,TN,38401,7272,Maury,1929 RIDGECREST DR COLUMBIA TN 38401,35.6709249,-87.009771
TN-S-20028,"TNSH, LLC",THE TENNESSEE STILLHOUSE COMPANY,1439 MARKET ST,CHATTANOOGA,TN,37402,0,Hamilton,1439 MARKET ST CHATTANOOGA TN 37402,35.0372603,-85.3073926
TN-S-20029,"KNOX WHISKEY WORKS, LLC",Â,516 W JACKSON AVE,KNOXVILLE,TN,37902,1334,Knox,516 W JACKSON AVE KNOXVILLE TN 37902,35.9672,-83.92287
TN-S-20030,"CRYSTAL FALLS SPIRITS, LLC",TENNESSEE LEGEND,2874 NEWPORT HWY,SEVIERVILLE,TN,37876,0,Sevier,2874 NEWPORT HWY SEVIERVILLE TN 37876,35.8945016,-83.4357199
TN-S-20031,"XXX DISTILLERY, LLC",TENNESSEE XXX MOONSHINE,3303 WEARS VALLEY RD,SEVIERVILLE,TN,37862,0,Sevier,3303 WEARS VALLEY RD SEVIERVILLE TN 37862,35.721548,-83.64004
TN-S-20032,"LEIPER'S FORK DISTILLERY, LLC",Â,3381 SOUTHALL RD,FRANKLIN,TN,37064,0,Williamson,3381 SOUTHALL RD FRANKLIN TN 37064,35.897539,-86.975631
TN-S-20033,"NASHVILLE CRAFT DISTILLERY, LLC",Â,514 HAGAN ST,NASHVILLE,TN,37203,0,Â,514 HAGAN ST NASHVILLE TN 37203,36.1412934,-86.7723273
TN-S-20034,"OLE SMOKY DISTILLERY, LLC",Â,650 PARKWAY,GATLINBURG,TN,37738,0,Sevier,650 PARKWAY GATLINBURG TN 37738,35.712386,-83.515264
TN-S-20035,"OLD DOMINICK DISTILLERY, LLC",Â,305 S FRONT ST,MEMPHIS,TN,38103,0,Shelby,305 S FRONT ST MEMPHIS TN 38103,35.1383528,-90.0580195
TN-S-20036,"GREAT SMOKY MTS DISTILLERY, INC.",Â,3584 PARKWAY,PIGEON FORGE,TN,37863,0,Sevier,3584 PARKWAY PIGEON FORGE TN 37863,35.7839644,-83.5528106
TN-S-20037,JUG CREEK DISTILLERY,Â,1049 OREGON RD,LASCASSAS,TN,37085,0,Wilson,1049 OREGON RD LASCASSAS TN 37085,35.9678018,-86.2371066
TN-S-20038,"TRIPLE SSS VENTURES OF PIGEON FORGE, LLC",SMITH CREEK DISTILLERY,1645 PARKWAY,SEVIERVILLE,TN,37862,0,Sevier,1645 PARKWAY SEVIERVILLE TN 37862,35.832558,-83.5698202
TX-S-1,"FIFTH GENERATION, INC.",Â,12101 MOORE RD,AUSTIN,TX,78719,9769,TRAVIS,12101 MOORE RD AUSTIN TX 78719,30.119286,-97.665307
TX-S-15001,"ARCTIC SPIRITS, INC.",Â,5004 BEE CREEK RD,SPICEWOOD,TX,78669,0,TRAVIS,5004 BEE CREEK RD SPICEWOOD TX 78669,30.3349444,-98.024242
TX-S-15003,"SAN LUIS SPIRITS, INC.",Â,5330 BELL SPRINGS RD,DRIPPING SPRINGS,TX,78620,3633,HAYS,5330 BELL SPRINGS RD DRIPPING SPRINGS TX 78620,30.2059581,-98.1196138
TX-S-15005,"RAILEAN DISTILLERS & IMPORTERS, LLC",RAILEAN DISTILLERS,341 5TH ST,SAN LEON,TX,77539,0,GALVESTON,341 5TH ST SAN LEON TX 77539,29.4917639,-94.9156562
TX-S-15006,"LONE STAR DISTILLERY, LLC",GARRISON BROTHERS DISTILLERY,1827 HYE ALBERT RD,HYE,TX,78635,0,BLANCO,1827 HYE ALBERT RD HYE TX 78635,30.2172788,-98.5640821
TX-S-15010,"NORTH TEXAS DISTILLERS, LLC",Â,14850 FAA BLVD,FORT WORTH,TX,76155,0,TARRANT,14850 FAA BLVD FORT WORTH TX 76155,32.8324188,-97.0438804
TX-S-15011,BALCONES DISTILLING LLC,Â,212 S 17TH ST,WACO,TX,76701,1736,MCLENNAN,212 S 17TH ST WACO TX 76701,31.54611,-97.141237
TX-S-15012,"BUZZBALLZ, LLC",SOUTHERN CHAMPION,2114 MCDANIEL DR,CARROLLTON,TX,75006,0,DALLAS,2114 MCDANIEL DR CARROLLTON TX 75006,32.9312544,-96.9228527
TX-S-15013,"SOUTH CONGRESS DISTILLERY, LLC",SOUTH CONGRESS DISTILLERY,16525 DECKER CREEK DR,MANOR,TX,78653,5009,TRAVIS,16525 DECKER CREEK DR MANOR TX 78653,30.245887,-97.559213
TX-S-15014,"SPIRIT OF TEXAS, LLC",SPIRIT OF TEXAS,1715 DALSHANK ST,PFLUGERVILLE,TX,78660,6543,TRAVIS,1715 DALSHANK ST PFLUGERVILLE TX 78660,30.48006,-97.584137
TX-S-15015,D.E.W. DISTILLATION LLC,Â,1400 JACOB'S WELL RD,WIMBERLEY,TX,78676,2608,HAYS,1400 JACOB'S WELL RD WIMBERLEY TX 78676,30.037439,-98.11482
TX-S-15016,"REBECCA CREEK DISTILLERY, LLC",Â,26605 BULVERDE RD,SAN ANTONIO,TX,78260,2109,BEXAR,26605 BULVERDE RD SAN ANTONIO TX 78260,29.693935,-98.454186
TX-S-15017,"RANGER CREEK BREWING & DISTILLING, LLC",Â,4834 WHIRLWIND DR,SAN ANTONIO,TX,78217,3715,BEXAR,4834 WHIRLWIND DR SAN ANTONIO TX 78217,29.5293963,-98.3970442
TX-S-15019,"LIMITED SPIRITS, LLC",Â,1207 KENNEY ST,BROOKSHIRE,TX,77423,0,WALLER,1207 KENNEY ST BROOKSHIRE TX 77423,29.7894565,-95.9443311
TX-S-15020,"AZAR DISTILLING, LLC",CINCO RANCH,8501 COVER RD,SAN ANTONIO,TX,78263,0,BEXAR,8501 COVER RD SAN ANTONIO TX 78263,29.337564,-98.31298
TX-S-15021,JELATINI LLC,Â,1590 E HIGHWAY 121,LEWISVILLE,TX,75056,4815,DENTON,1590 E HIGHWAY 121 LEWISVILLE TX 75056,32.9993119,-96.9605413
TX-S-15022,BONE SPIRITS LLC,Â,802 NE 1ST ST,SMITHVILLE,TX,78957,1944,BASTROP,802 NE 1ST ST SMITHVILLE TX 78957,30.0035728,-97.1536833
TX-S-15023,"FIRESTONE & ROBERTSON DISTILLING COMPANY, LLC",Â,901 W VICKERY BLVD,FORT WORTH,TX,76104,1145,TARRANT,901 W VICKERY BLVD FORT WORTH TX 76104,32.7432233,-97.3350017
TX-S-15024,"YELLOW ROSE DISTILLING, LLC",Â,1224 N POST OAK RD,HOUSTON,TX,77055,0,HARRIS,1224 N POST OAK RD HOUSTON TX 77055,29.788519,-95.455744
TX-S-15026,THE ORIGINAL TEXAS LEGEND DISTILLERY LLC,Â,1501 SIMMONS DR,ORANGE,TX,77630,4162,ORANGE,1501 SIMMONS DR ORANGE TX 77630,30.104667,-93.7275049
TX-S-15027,TODDY INC.,TODDY DISTILLERY,20120 FRANZ RD,KATY,TX,77449,3372,HARRIS,20120 FRANZ RD KATY TX 77449,29.8013678,-95.7315556
TX-S-15028,"SPINK DISTILLING, LLC",SPINK DISTILLING,315 W 8TH ST,SAN ANTONIO,TX,78215,0,BEXAR,315 W 8TH ST SAN ANTONIO TX 78215,29.4324933,-98.4825533
TX-S-15030,COTT BEVERAGES INC.,Â,15200 TRINITY BLVD,FORT WORTH,TX,76155,0,TARRANT,15200 TRINITY BLVD FORT WORTH TX 76155,32.81824,-97.03888
TX-S-15031,"TEXAS BOURBON, INC.",ROCKING M RANCH DISTILLERY,614 BRIXEY RD,HENRIETTA,TX,76365,0,CLAY,614 BRIXEY RD HENRIETTA TX 76365,33.6570032,-98.2912891
TX-S-15033,"JEM BEVERAGE COMPANY, INC.",Â,217 W DIVISION ST,PILOT POINT,TX,76258,0,DENTON,217 W DIVISION ST PILOT POINT TX 76258,33.3946586,-96.9627299
TX-S-20001,BARMAC LLC,BARMAC,8916 WESLEY ST,GREENVILLE,TX,75402,3836,Hunt,8916 WESLEY ST GREENVILLE TX 75402,33.0817366,-96.1091907
TX-S-20002,"POWDERFINGER SPIRITS, LLC",Â,4568 DACY LN,BUDA,TX,78610,5902,Hays,4568 DACY LN BUDA TX 78610,30.0368873,-97.826653
TX-S-20003,"HIDEOUS, L.C.",Â,5276 BARTH RD,LOCKHART,TX,78644,2259,Caldwell,5276 BARTH RD LOCKHART TX 78644,29.963273,-97.642488
TX-S-20004,"GENIUS LIQUIDS, LLC",GENIUS DISTILLER,4202 SANTIAGO ST,AUSTIN,TX,78745,0,Â,4202 SANTIAGO ST AUSTIN TX 78745,30.215079,-97.7556865
TX-S-20005,DALLAS DISTILLERIES INCORPORATED,Â,803 SHEPHERD DR,GARLAND,TX,75042,0,Dallas,803 SHEPHERD DR GARLAND TX 75042,32.9048425,-96.6968964
TX-S-20006,"FIVE POINTS DISTILLING, LLC.",FIVE POINTS DISTILLING,8575 UNION HILL RD,FORNEY,TX,75126,8236,Kaufman,8575 UNION HILL RD FORNEY TX 75126,32.684467,-96.477506
TX-S-20007,JUS-MADE LP,Â,9761 CLIFFORD DR,DALLAS,TX,75220,5334,Dallas,9761 CLIFFORD DR DALLAS TX 75220,32.8507399,-96.8846464
TX-S-20008,"WHITMEYER'S DISTILLING CO., LLC",Â,16721 HOLLISTER ST,HOUSTON,TX,77066,1318,HARRIS,16721 HOLLISTER ST HOUSTON TX 77066,29.9722243,-95.5220692
TX-S-20010,LOBLOLLY SPIRITS LLC,LOBLOLLY SPIRITS,114 FEALY RD,RED ROCK,TX,78662,4613,bastrop,114 FEALY RD RED ROCK TX 78662,29.932584,-97.374166
TX-S-20011,"BANNER DISTILLING CO., LLC",BANNER DISTILLING CO.,13201 JACOBSON RD,MANOR,TX,78653,3738,Travis,13201 JACOBSON RD MANOR TX 78653,30.391329,-97.492668
TX-S-20012,"SWIFT DISTILLERY, LLC",Â,5258 BELL SPRINGS RD,DRIPPING SPRINGS,TX,78620,3633,Â,5258 BELL SPRINGS RD DRIPPING SPRINGS TX 78620,30.2087363,-98.1187031
TX-S-20013,"KIEPERSOL ENTERPRISES, INC.",Â,4120 FM 344 E,TYLER,TX,75703,0,Â,4120 FM 344 E TYLER TX 75703,32.1548146,-95.2843484
TX-S-20014,"BJ HOOKER'S DISTILLERIES, L.L.C.",Â,1300 E RICHEY RD,HOUSTON,TX,77073,3505,Harris,1300 E RICHEY RD HOUSTON TX 77073,29.9950169,-95.3869585
TX-S-20015,DORCOL DISTILLING COMPANY,Â,1902 S FLORES ST,SAN ANTONIO,TX,78204,0,BEXAR,1902 S FLORES ST SAN ANTONIO TX 78204,29.4057022,-98.5022614
TX-S-20016,"FRANKIE LEE FINDLAY, JR.",BRUSHY CREEK DISTILLING,3578 ROCKIN J RD,ROUND ROCK,TX,78665,3969,Williamson,3578 ROCKIN J RD ROUND ROCK TX 78665,30.549624,-97.63202
TX-S-20018,NATHAN BARKMAN,Â,11405 N DOWLING RD,COLLEGE STATION,TX,77845,0,Brazos,11405 N DOWLING RD COLLEGE STATION TX 77845,30.5649588,-96.3500806
TX-S-20019,DRY CREEK DISTILLERY LLC,DRY CREEK DISTILLERY,10106 FM 3090,ANDERSON,TX,77830,0,Grimes,10106 FM 3090 ANDERSON TX 77830,30.4909545,-96.0666219
TX-S-20020,"REVOLUTION SPIRITS DISTILLING CO., LLC",Â,12345 PAULS VALLEY RD,AUSTIN,TX,78737,9633,Â,12345 PAULS VALLEY RD AUSTIN TX 78737,30.23566,-98.010739
TX-S-20021,"CRYSTAL CREEK MOONSHINE, LLC",Â,906 S PACE BEND RD,SPICEWOOD,TX,78669,2141,Â,906 S PACE BEND RD SPICEWOOD TX 78669,30.405785,-98.0639039
TX-S-20022,"LUNAR DISTILLATION, LLC",Â,417 W 2ND ST,TAYLOR,TX,76574,2803,Williamson,417 W 2ND ST TAYLOR TX 76574,30.567631,-97.414394
TX-S-20023,"TOP SHELF INDUSTRIES OPERATING, LTD.",BUFFALO INSPIRIED SPIRITS,907 E SERVICE RD,TULIA,TX,79088,0,Swisher,907 E SERVICE RD TULIA TX 79088,34.526106,-101.779465
TX-S-20024,"CLAY HILL ENTERPRISES, LLC",CLAY HILL DISTILLERY,4800 CLAY HILL RD,BRYAN,TX,77808,0,Brazos,4800 CLAY HILL RD BRYAN TX 77808,30.847505,-96.307926
TX-S-20025,BIG THICKET DISTILLING COMPANY,OLD HUMBLE DISTILLING COMPANY,311 N HOUSTON AVE,HUMBLE,TX,77347,0,Harris,311 N HOUSTON AVE HUMBLE TX 77347,29.997827,-95.257727
TX-S-20026,"LIKARISH ENTERPRISES, INC.",IRONROOT REPUBLIC DISTILLING,3111 LOY LAKE RD,DENISON,TX,75020,0,Grayson,3111 LOY LAKE RD DENISON TX 75020,33.730917,-96.583838
TX-S-20027,JBM SPECIALTIES LLC,WHISKEY HOLLOW,302 W OBUCH ST,VALLEY VIEW,TX,76272,0,Cooke,302 W OBUCH ST VALLEY VIEW TX 76272,33.4882431,-97.1645786
TX-S-20029,"BWBC, INC.",TWISTED X BREWING COMPANY,23455 W RR 150,DRIPPING SPRINGS,TX,78620,0,Hays,23455 W RR 150 DRIPPING SPRINGS TX 78620,30.1717071,-98.0203907
TX-S-20030,HILL COUNTRY DISTILLERS LLC,HILL COUNTRY DISTILLERS,723 FRONT ST,COMFORT,TX,78013,0,Kendall,723 FRONT ST COMFORT TX 78013,29.9676233,-98.9064213
TX-S-20031,"BLACKEYED DISTILLING COMPANY, LLC",Â,503 BRYAN AVE,FORT WORTH,TX,76104,2445,Â,503 BRYAN AVE FORT WORTH TX 76104,32.7389941,-97.3249417
TX-S-20032,"REMINGTON FAMILY DISTILLERS, INC.",Â,100 PRECISION DR,BUDA,TX,78610,0,Hays,100 PRECISION DR BUDA TX 78610,30.0696669,-97.8446072
TX-S-20033,"M. WELLS DISTILLING, LLC",Â,1092 STATE HWY 21 WEST,CEDAR CREEK,TX,78612,3280,Bastrop,1092 STATE HWY 21 WEST CEDAR CREEK TX 78612,30.0883056,-97.4919709
TX-S-20034,DEEP ELLUM DISTILLERY LLC,DEEP ELLUM DISTILLERY,2817 & 2825 CANTON STREET,DALLAS,TX,75226,0,Â,2817 & 2825 CANTON STREET DALLAS TX 75226,32.7826809,-96.7821012
TX-S-20035,"QUENTIN D. WITHERSPOON DISTILLERY, LLC.",Â,545 N COWAN AVE,LEWISVILLE,TX,75067,0,USA,545 N COWAN AVE LEWISVILLE TX 75067,33.0517534,-97.0023262
TX-S-20036,"THE DISTILLERY AT SPRING LAKE RANCH, LLC",Â,11455 OLD OMEN RD,TYLER,TX,75707,0,Smith,11455 OLD OMEN RD TYLER TX 75707,32.2944992,-95.2231853
TX-S-20037,DUCKWORTH DISTILLERY LLC,DUCKWORTH DISTILLERY,3737 ATWELL ST,DALLAS,TX,75209,0,Dallas,3737 ATWELL ST DALLAS TX 75209,32.8337427,-96.8262154
