PERMIT.NUMBER,OWNER.NAME,OPERATING.NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY,full_address,Lat,Lng
CA-S-15103,"ANCHOR BREWING COMPANY, LLC",ANCHOR BREWING COMPANY,1705 MARIPOSA STREET,SAN FRANCISCO,CA,94107,2334,SAN FRANCISCO,1705 MARIPOSA STREET SAN FRANCISCO CA 94107,37.7632395,-122.4009824
CA-S-15106,MAVRIK NORTH AMERICA LLC,Â,345 TESCONI CIR,SANTA ROSA,CA,95401,4617,SONOMA,345 TESCONI CIR SANTA ROSA CA 95401,38.448374,-122.733936
CA-S-15107,"TAHOE MOONSHINE DISTILLERY, INC.",TAHOE MOONSHINE DISTILLERY,1611 SHOP ST,SOUTH LAKE TAHOE,CA,96150,3680,EL DORADO,1611 SHOP ST SOUTH LAKE TAHOE CA 96150,38.9031403,-120.0124913
CA-S-15108,"GOOD TIME BEVERAGES, LLC",Â,9234 HALL RD,DOWNEY,CA,90241,5308,LOS ANGELES,9234 HALL RD DOWNEY CA 90241,33.929721,-118.121552
CA-S-15110,"EAFD, LLC",Â,1545 W 134TH ST,GARDENA,CA,90249,0,LOS ANGELES,1545 W 134TH ST GARDENA CA 90249,33.9110871,-118.3040232
CA-S-15112,"LITCO LUMBER, INC.",LITCO BEVERAGES,6601 MERCHANDISE WAY,DIAMOND SPRINGS,CA,95619,9494,EL DORADO,6601 MERCHANDISE WAY DIAMOND SPRINGS CA 95619,38.6971675,-120.8326063
CA-S-15114,PEACHY CANYON WINERY,Â,2025 NACIMIENTO LAKE DR,PASO ROBLES,CA,93446,8753,SAN LUIS OBISPO,2025 NACIMIENTO LAKE DR PASO ROBLES CA 93446,35.6727875,-120.728973
CA-S-15115,"J VINEYARDS & WINERY, LLC",Â,11447 OLD REDWOOD HWY,HEALDSBURG,CA,95448,9523,SONOMA,11447 OLD REDWOOD HWY HEALDSBURG CA 95448,38.5728853,-122.842781
CA-S-15117,"SONOMA-CUTRER VINEYARDS, INC.",Â,4401 SLUSSER RD,WINDSOR,CA,95492,7601,SONOMA,4401 SLUSSER RD WINDSOR CA 95492,38.5036111,-122.8259512
CA-S-15118,"RED SOLES, LLC",RED SOLES STILLHOUSE,3230 OAKDALE RD,PASO ROBLES,CA,93446,8655,SAN LUIS OBISPO,3230 OAKDALE RD PASO ROBLES CA 93446,35.5667548,-120.7525363
CA-S-15119,JOSEPH ALEXANDER VILLICANA II AND MONICA VILLICANA,PASO ROBLES CRAFT DISTILLING,2725 ADELAIDA RD,PASO ROBLES,CA,93446,9765,SAN LUIS OBISPO,2725 ADELAIDA RD PASO ROBLES CA 93446,35.6509177,-120.741403
CA-S-15121,"PINE RIDGE WINERY, LLC",SEGHESIO FAMILY VINEYARDS,700 GROVE ST,HEALDSBURG,CA,95448,4753,SONOMA,700 GROVE ST HEALDSBURG CA 95448,38.6179675,-122.874984
CA-S-15122,LLOYD SPIRITS LLC,LLOYD SPIRITS,425 ALTA ST,GONZALES,CA,93926,0,MONTEREY,425 ALTA ST GONZALES CA 93926,36.506529,-121.448486
CA-S-15123,CALERA WINE COMPANY,CALERA WINE COMPANY,11300 CIENEGA RD,HOLLISTER,CA,95023,9159,SAN BENITO,11300 CIENEGA RD HOLLISTER CA 95023,36.7366002,-121.3691394
CA-S-15126,LOST SPIRITS DISTILLERY LLC,LOST SPIRITS,92 ESPINOSA RD,SALINAS,CA,93907,9000,MONTEREY,92 ESPINOSA RD SALINAS CA 93907,36.744946,-121.727581
CA-S-15127,MATTHEW DILLINGHAM,DILLINGHAM SPIRITS,1941 DAVIS ST,SAN LEANDRO,CA,94577,1262,ALAMEDA,1941 DAVIS ST SAN LEANDRO CA 94577,37.7164993,-122.181457
CA-S-15128,"Q4X, INC.",CYPHER WINERY,7300 N RIVER RD,PASO ROBLES,CA,93446,7101,San Luis Obispo,7300 N RIVER RD PASO ROBLES CA 93446,35.7070502,-120.6806311
CA-S-15129,STEPHEN P. AUTRY,AUTRY CELLARS,5450 EDNA RD,SAN LUIS OBISPO,CA,93401,7998,SAN LUIS OBISPO,5450 EDNA RD SAN LUIS OBISPO CA 93401,35.2258031,-120.6215953
CA-S-15130,"PASO ROBLES WINE SERVICES, LLC",PASO ROBLES WINE SERVICES,6305 BUENA VISTA DR,PASO ROBLES,CA,93446,8565,SAN LUIS OBISPO,6305 BUENA VISTA DR PASO ROBLES CA 93446,35.6741448,-120.6444759
CA-S-15131,BOWEN'S SPIRITS INC.,Â,1901 MINERAL CT,BAKERSFIELD,CA,93308,6819,KERN,1901 MINERAL CT BAKERSFIELD CA 93308,35.431595,-119.061409
CA-S-15134,ARLA JEAN RAMSEY,SPIRITS WATER DISTILERY,725-6 1/2 RANCHERIA RD,BLUE LAKE,CA,95525,0,HUMBOLDT,725-6 1/2 RANCHERIA RD BLUE LAKE CA 95525,40.884334,-124.003093
CA-S-15135,"HALL WINES, LLC",Â,401 ST. HELENA HWY S,SAINT HELENA,CA,94574,2200,NAPA,401 ST. HELENA HWY S SAINT HELENA CA 94574,38.4889896,-122.453103
CA-S-15136,"OPOLO WINES, LP, OPOLO MANAGEMENT LLC, GP",OPOLO WINES,7110 VINEYARD DR,PASO ROBLES,CA,93446,7684,SAN LUIS OBISPO,7110 VINEYARD DR PASO ROBLES CA 93446,35.591834,-120.8157881
CA-S-15137,"BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO MANAGEMENT, LLC, GP",Â,1400 HIGHWAY 175,HOPLAND,CA,95449,9754,MENDOCINO,1400 HIGHWAY 175 HOPLAND CA 95449,38.974719,-123.0834925
CA-S-15138,"FERRARI-CARANO VINEYARDS AND WINERY, LLC",LAZY CREEK VINEYARDS,4741 HIGHWAY 128,PHILO,CA,95466,0,MENDOCINO,4741 HIGHWAY 128 PHILO CA 95466,39.1072482,-123.4988648
CA-S-15139,"VA FILTRATION USA, LLC",Â,106 DODD CT,AMERICAN CANYON,CA,94503,1085,NAPA,106 DODD CT AMERICAN CANYON CA 94503,38.1941671,-122.2576796
CA-S-15140,JOHN J STRINGER,STRINGER'S ORCHARD,60090 HWY 395,NEW PINE CREEK,CA,97635,0,MODOC,60090 HWY 395 NEW PINE CREEK CA 97635,41.9915031,-120.2980998
CA-S-15141,WEIBEL INCORPORATED,Â,1 WINEMASTER WAY,LODI,CA,95240,860,SAN JOAQUIN,1 WINEMASTER WAY LODI CA 95240,38.1456214,-121.2460662
CA-S-15142,"KLEIN FOODS, INC.",Â,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,0,SONOMA,11455 OLD REDWOOD HWY HEALDSBURG CA 95448,38.5734461,-122.8439531
CA-S-15144,"PROXIMO DISTILLERS, LLC",Â,2505 MONARCH ST,ALAMEDA,CA,94501,0,ALAMEDA,2505 MONARCH ST ALAMEDA CA 94501,37.7864642,-122.3090604
CA-S-15145,"BARREL TEN QUARTER CIRCLE, INC.",Â,21801 E HIGHWAY 120,ESCALON,CA,95320,0,SAN JOAQUIN,21801 E HIGHWAY 120 ESCALON CA 95320,37.7987169,-121.0455543
CA-S-15146,WEST COAST ACQUISITION COMPANY,Â,8492 ROAD 20,MADERA,CA,93637,0,MADERA,8492 ROAD 20 MADERA CA 93637,36.8727397,-120.1829871
CA-S-15148,E. & J. GALLO WINERY,ASTI WINERY,26150 ASTI RD,ASTI,CA,95425,0,SONOMA,26150 ASTI RD ASTI CA 95425,38.7613655,-122.9753988
CA-S-164,VIE-DEL COMPANY,Â,13363 S INDIANOLA AVE,KINGSBURG,CA,93631,9268,FRESNO,13363 S INDIANOLA AVE KINGSBURG CA 93631,36.544959,-119.585854
CA-S-169,NORDMAN OF CALIFORNIA,Â,4070 S REED AVE,SANGER,CA,93657,9541,FRESNO,4070 S REED AVE SANGER CA 93657,36.673854,-119.45644
CA-S-182,LEVECKE CORPORATION,Â,10810 INLAND AVE,MIRA LOMA,CA,91752,3235,RIVERSIDE,10810 INLAND AVE MIRA LOMA CA 91752,34.031145,-117.519241
CA-S-200,"BARTON BRANDS OF CALIFORNIA, INC.",Â,2202 E DEL AMO BLVD,CARSON,CA,90749,0,LOS ANGELES,2202 E DEL AMO BLVD CARSON CA 90749,33.846078,-118.226341
CA-S-20003,"FRANCIS COPPOLA WINERY, LLC",FRANCIS FORD COPPOLA WINERY,300 VIA ARCHIMEDES,GEYSERVILLE,CA,95441,9325,USA,300 VIA ARCHIMEDES GEYSERVILLE CA 95441,38.6796559,-122.8880721
CA-S-20004,"ASCENDANT SPIRITS, INC.",Â,37 INDUSTRIAL WAY,BUELLTON,CA,94327,0,Santa Barbara,37 INDUSTRIAL WAY BUELLTON CA 94327,34.609976,-120.202332
CA-S-20005,"REDWOOD SPIRITS, INC.",HUMBOLDT DISTILLERY,735 10TH ST,FORTUNA,CA,95540,2028,Humboldt,735 10TH ST FORTUNA CA 95540,40.598517,-124.156289
CA-S-20006,"STONECUSHION, INC.",ST. ANNE'S CROSSING,8450 SONOMA HWY,KENWOOD,CA,95452,9025,SONOMA,8450 SONOMA HWY KENWOOD CA 95452,38.4231385,-122.5556813
CA-S-20008,"SADDLESPRINGS BEVERAGE COMPANY, INC.",Â,20700 BELSHAW AVE,CARSON,CA,90746,0,Â,20700 BELSHAW AVE CARSON CA 90746,33.8423529,-118.2549724
CA-S-20009,ROBERT CONTRERAS,NAPA VALLEY DISTILLERY,4812 E 2ND ST,BENICIA,CA,94510,1023,Solano,4812 E 2ND ST BENICIA CA 94510,38.080022,-122.127438
CA-S-20010,FALCON SPRITS LLC,Â,3701 COLLINS AVE,RICHMOND,CA,94806,1833,Contra Costa,3701 COLLINS AVE RICHMOND CA 94806,37.9815544,-122.3533141
CA-S-20011,"SPIRIT WORKS DISTILLERY, LLC",Â,6790 MCKINLEY ST,SEBASTOPOL,CA,95472,0,Sonoma,6790 MCKINLEY ST SEBASTOPOL CA 95472,38.4042123,-122.8218396
CA-S-20012,"KILL DEVIL SPIRIT CO., LLC",KILL DEVIL SPIRIT CO.,2766 VIA ORANGE WAY,SPRING VALLEY,CA,91978,0,Â,2766 VIA ORANGE WAY SPRING VALLEY CA 91978,32.728444,-116.96841
CA-S-20013,TWISTED MANZANITA SPIRITS COMPANY,Â,10149 PROSPECT AVE,SANTEE,CA,92071,4411,Â,10149 PROSPECT AVE SANTEE CA 92071,32.8312489,-116.9759092
CA-S-20014,"SONOMA WINE COMPANY, LLC",SONOMA WINE COMPANY,205 JIM OSWALT WAY,AMERICAN CANYON,CA,94503,0,Napa,205 JIM OSWALT WAY AMERICAN CANYON CA 94503,38.1945029,-122.2776425
CA-S-20016,"HUMBOLDT CRAFT DISTILLERS, LLC",HUMBOLDT CRAFT DISTILLERS,205 7TH ST,EUREKA,CA,95501,1701,Humboldt,205 7TH ST EUREKA CA 95501,40.800109,-124.1686478
CA-S-20017,CHARLES IAN CUTLER,CUTLER'S ARTISAN SPIRITS,137 ANACAPA ST,SANTA BARBARA,CA,93101,0,SANTA BARBARA,137 ANACAPA ST SANTA BARBARA CA 93101,34.4147474,-119.6906398
CA-S-20018,"AURUM SIERRA, INC.",Â,5050 ROBERT J MATHEWS PKWY,EL DORADO HILLS,CA,95762,5761,El Dorado,5050 ROBERT J MATHEWS PKWY EL DORADO HILLS CA 95762,38.622641,-121.059406
CA-S-20020,"GREY WOLF VINEYARDS & CELLARS, INC.",GREY WOLF VINEYARDS & CELLARS,2174 HWY 46W,PASO ROBLES,CA,93446,0,San Luis Obispo,2174 HWY 46W PASO ROBLES CA 93446,35.5731546,-120.7351823
CA-S-20021,Y.SA INC.,Â,1300 FACTORY PL,LOS ANGELES,CA,90013,2214,Â,1300 FACTORY PL LOS ANGELES CA 90013,34.0389153,-118.2359438
CA-S-20022,ADAM THOMAS STRATTON,AMADOR DISTILLERY,260 SCOTTSVILLE BLVD,JACKSON,CA,95642,2671,Amador,260 SCOTTSVILLE BLVD JACKSON CA 95642,38.3374464,-120.7548233
CA-S-20023,HANSON HANDMADE SPIRITS LLC,Â,19698 EIGHTH ST E,SONOMA,CA,95476,0,Sonoma,19698 EIGHTH ST E SONOMA CA 95476,38.2822651,-122.4369486
CA-S-20024,"STOWELL ROAD WINE WAREHOUSE, INC.",Â,2717 AVIATION WAY,SANTA MARIA,CA,93455,1506,Santa Barbara,2717 AVIATION WAY SANTA MARIA CA 93455,34.9102496,-120.4501569
CA-S-20025,MOSSWOOD DISTILLERS INC.,Â,2619 7TH ST,BERKELEY,CA,94710,0,Alameda,2619 7TH ST BERKELEY CA 94710,37.8577938,-122.2929491
CA-S-20026,"ROCKY'S RIDGE VINEYARD,LLC",ROCKY'S RIDGE VINEYARD,22522 STATE HWY 299,BLUE LAKE,CA,95525,0,Humboldt,22522 STATE HWY 299 BLUE LAKE CA 95525,40.902822,-123.8096095
CA-S-20027,TREASURY WINE ESTATES AMERICAS COMPANY,CHATEAU ST. JEAN,600 AIRPARK RD,NAPA,CA,94558,7516,Â,600 AIRPARK RD NAPA CA 94558,38.2192618,-122.2692574
CA-S-20029,SDCA DISTILLING LLC,Â,8706 PRODUCTION AVE,SAN DIEGO,CA,92121,2209,San Diego,8706 PRODUCTION AVE SAN DIEGO CA 92121,32.8834882,-117.1668005
CA-S-20030,FIRELIT SPIRITS LLC,FIRELIT SPIRITS,453 W GATEWAY RD,NAPA,CA,94558,0,Â,453 W GATEWAY RD NAPA CA 94558,38.2259147,-122.2661457
CA-S-20031,"SKUBIC ENTERPRISES, LLC",OLD HARBOR DISTILLING COMPANY,270 17TH ST,SAN DIEGO,CA,92101,7611,San Diego,270 17TH ST SAN DIEGO CA 92101,32.7081669,-117.1488415
CA-S-20032,"SONOMA BROTHERS DISTILLING, LLC",SONOMA BROTHERS DISTILLING,7759 BELL RD,WINDSOR,CA,95492,8519,Sonoma,7759 BELL RD WINDSOR CA 95492,38.536915,-122.8053018
CA-S-20033,"SEVEN STILLS, LLC",Â,1439 EGBERT AVE,SAN FRANCISCO,CA,94124,0,USA,1439 EGBERT AVE SAN FRANCISCO CA 94124,37.7227794,-122.3936617
CA-S-20034,BIRDVIEW ESTATE & DISTILLERY LLC,BIRDVIEW ESTATE & DISTILLERY,167 AVIADOR ST,CAMARILLO,CA,93010,0,US,167 AVIADOR ST CAMARILLO CA 93010,34.2180174,-119.0944618
CA-S-20035,DAVID S. HARBOUR,HARBOUR FARM AND VINEYARD,3326 HIGHWAY 67,RAMONA,CA,92065,0,Â,3326 HIGHWAY 67 RAMONA CA 92065,33.015728,-116.9052683
CA-S-20036,SUTHERLAND DISTILLING COMPANY LLC,Â,3189 INDEPENDENCE DR,LIVERMORE,CA,94551,0,Â,3189 INDEPENDENCE DR LIVERMORE CA 94551,37.7073762,-121.8140387
CA-S-20037,FREDERICK J NUNES,ST. ROSE WINERY,5775 OLD REDWOOD HWY,SANTA ROSA,CA,95403,1117,Sonoma,5775 OLD REDWOOD HWY SANTA ROSA CA 95403,38.520603,-122.781538
CA-S-20039,"PASOPORT WINE COMPANY, INC.",PENDRAY''S DISTILLERY,95 BOOKER RD,TEMPLETON,CA,93465,0,San Luis Obispo,95 BOOKER RD TEMPLETON CA 93465,35.5613334,-120.7421601
CA-S-20041,JILL S OLSON,SONOMA COAST SPIRITS,1333 N MCDOWELL BLVD,PETALUMA,CA,94952,0,Somoma,1333 N MCDOWELL BLVD PETALUMA CA 94952,38.272012,-122.6640138
CA-S-20042,MICHAEL J. ECKERT & VICKIE K. ECKERT,ARTISAN SPIRITS,5963 GRAHAM COURT,LIVERMORE,CA,94550,0,ALAMEDA,5963 GRAHAM COURT LIVERMORE CA 94550,37.6775072,-121.7199204
CA-S-20043,"BZECHEERS, LLC",POPS BELIZEAN RUMPOPO,26034 EDEN LANDING RD,HAYWARD,CA,94545,3742,Alameda,26034 EDEN LANDING RD HAYWARD CA 94545,37.6275273,-122.1205163
CA-S-20044,EDWIN ARNOLD,CALIFORNIA DISTILLED SPIRITS,12205 LOCKSLEY LN,AUBURN,CA,95602,0,Placer,12205 LOCKSLEY LN AUBURN CA 95602,38.9504402,-121.0953894
CA-S-20045,"STARK SPIRITS, LLC",Â,1260 LINCOLN AVE,PASADENA,CA,91103,1619,Los Angeles,1260 LINCOLN AVE PASADENA CA 91103,34.168769,-118.1587037
CA-S-20046,JOSEPH FREAS & MICHAEL MACHUZAK,CHANNEL ISLANDS DISTILLERY,29 N OLIVE ST,VENTURA,CA,93001,0,Ventura,29 N OLIVE ST VENTURA CA 93001,34.2817912,-119.303696
CA-S-20047,VENTURA SPIRITS COMPANY LLC,Â,3891 N VENTURA AVE,VENTURA,CA,93001,1272,Ventura,3891 N VENTURA AVE VENTURA CA 93001,34.320829,-119.290668
CA-S-20048,"GABI'S VINEYARD, INC.",GABI'S VINEYARD,40134 CALLE CABERNET,TEMECULA,CA,92591,4001,Riverside,40134 CALLE CABERNET TEMECULA CA 92591,33.5411253,-117.0681288
CA-S-20049,VENUS SPIRITS LLC,Â,427 SWIFT STREET,SANTA CRUZ,CA,95060,5871,Santa Cruz,427 SWIFT STREET SANTA CRUZ CA 95060,36.9561221,-122.0487375
CA-S-20050,TREASURY WINE ESTATES AMERICAS COMPANY,Â,7000 HIGHWAY 46 EAST,PASO ROBLES,CA,93446,0,Â,7000 HIGHWAY 46 EAST PASO ROBLES CA 93446,35.6453471,-120.6337586
CA-S-20051,DESERT DISTILLING INC.,DESERT DISTILLING,34300 GATEWAY DR,PALM DESERT,CA,92211,847,Riverside,34300 GATEWAY DR PALM DESERT CA 92211,33.7979531,-116.3832677
CA-S-20052,MACKAY LLC,MACKAY DISTILLERS,455 54TH ST,SAN DIEGO,CA,92114,2220,San Diego,455 54TH ST SAN DIEGO CA 92114,32.7098616,-117.0788477
CA-S-20053,GRIFFO DISTILLERY LLC,GRIFFO DISTILLERY,1320 SCOTT ST,PETALUMA,CA,94954,0,Sonoma,1320 SCOTT ST PETALUMA CA 94954,38.2705169,-122.6644048
CA-S-20054,SPIRITSMITH LLC,Â,1446 INDUSTRIAL AVE,SEBASTOPOL,CA,95472,0,SONOMA,1446 INDUSTRIAL AVE SEBASTOPOL CA 95472,38.3857924,-122.8113823
CA-S-20055,BAUGHMAN SPIRITS & BEVERAGES LLC,GOLD RIVER DISTILLERY,11460 SUNRISE GOLD CIR,RANCHO CORDOVA,CA,95742,0,Sacramento,11460 SUNRISE GOLD CIR RANCHO CORDOVA CA 95742,38.5981917,-121.2628295
CA-S-20056,CAESAR BISONO,HALF MOON BAY DISTILLERY,103 HARVARD AVE,HALF MOON BAY,CA,94019,0,San Mateo,103 HARVARD AVE HALF MOON BAY CA 94019,37.5032632,-122.4937918
CA-S-20057,"SAFE HARBOR PARTNERS, LLC",Â,707 TECHNOLOGY WAY,NAPA,CA,94558,0,Napa County,707 TECHNOLOGY WAY NAPA CA 94558,38.2257837,-122.2662716
CA-S-20058,GRATON SPIRITS COMPANY LLC,GRATON SPIRITS COMPANY,9119 GRATON RD,GRATON,CA,95444,0,Sonoma,9119 GRATON RD GRATON CA 95444,38.4357926,-122.8701655
CA-S-20059,J RILEY DISTILLERY INC.,Â,721 NEVADA ST,REDLANDS,CA,92373,0,Â,721 NEVADA ST REDLANDS CA 92373,34.0613533,-117.2182125
CA-S-20060,"SIDEWAYS SPIRITS, INC.",SIDEWAYS SPIRITS,41110 SANDALWOOD CIR,MURRIETA,CA,92562,0,Â,41110 SANDALWOOD CIR MURRIETA CA 92562,33.5345368,-117.1722791
CA-S-20061,"THE CALIFORNIA SPIRITS COMPANY, LLC",Â,382 ENTERPRISE ST,SAN MARCOS,CA,92078,6003,San Diego,382 ENTERPRISE ST SAN MARCOS CA 92078,33.1375212,-117.1546839
CA-S-20062,DUCKHORN WINE COMPANY,WATERFOWL WINE COMPANY,14100 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,0,Mendocino,14100 MOUNTAIN HOUSE RD HOPLAND CA 95449,38.9610958,-123.12132
CA-S-20063,COASTAL SPIRITS LLC,Â,110 GLENN WAY,SAN CARLOS,CA,94070,0,San Mateo,110 GLENN WAY SAN CARLOS CA 94070,37.5144296,-122.2649807
CA-S-20064,"DO GOOD DISTILLERY, LLC",Â,3173 DEL ESTE AVE,MODESTO,CA,95354,0,Â,3173 DEL ESTE AVE MODESTO CA 95354,37.6232,-120.935658
CA-S-20065,"MOUNTAIN HOUSE SPIRITS, LLC",YOUNG AND YONDER SPIRITS,70 COMMERCE LN,CLOVERDALE,CA,95425,4257,Sonoma,70 COMMERCE LN CLOVERDALE CA 95425,38.785832,-123.00569
CA-S-20066,ALCHEMY DISTILLERY LLC,ALCHEMY DISTILLERY,330 S G ST,ARCATA,CA,95521,0,Humboldt,330 S G ST ARCATA CA 95521,40.8643196,-124.0874217
CA-S-20067,"ALLEY 6 CRAFT DISTILLERY, LLC",ALLEY 6 CRAFT DISTILLERY,1401 GROVE ST,HEALDSBURG,CA,95448,0,Sonoma,1401 GROVE ST HEALDSBURG CA 95448,38.6280797,-122.8762674
CA-S-20068,DOGTOWN DISTILLING LLC,DOGTOWN DISTILLING,2715 MAGNOLIA ST,OAKLAND,CA,94607,2411,Alameda,2715 MAGNOLIA ST OAKLAND CA 94607,37.820151,-122.283825
CA-S-20069,"STUPID GOOD BEVERAGE COMPANY, LLC",JOTTSHOTS!,2568 CHANNEL DR,VENTURA,CA,93003,4529,Ventura,2568 CHANNEL DR VENTURA CA 93003,34.2666307,-119.264136
CA-S-20070,DRY CREEK DISTILLING CO. LLC,LOST REPUBLIC DISTILLING CO.,101 GRANT AVE,HEALDSBURG,CA,95448,0,Sonoma,101 GRANT AVE HEALDSBURG CA 95448,38.5981477,-122.8528005
CA-S-20071,"FRANCIS COPPOLA WINERY, LLC",Â,22281 CHIANTI RD,GEYSERVILLE,CA,95441,0,Sonoma,22281 CHIANTI RD GEYSERVILLE CA 95441,38.715448,-122.923078
CA-S-20072,"RUSSELL CITY DISTILLERY, INC.",Â,22549 FOOTHILL BLVD,HAYWARD,CA,94541,0,Â,22549 FOOTHILL BLVD HAYWARD CA 94541,37.674313,-122.0815673
CA-S-20073,LUNA DISTRIBUTING LLC,Â,2680 POMONA BLVD,POMONA,CA,91768,0,Â,2680 POMONA BLVD POMONA CA 91768,34.05516,-117.798045
CA-S-20074,SUKKAHHILL SPIRITS LLC,SUKKAH HILL SPIRITS,1545 W 134TH ST,GARDENA,CA,90249,0,Los Angeles,1545 W 134TH ST GARDENA CA 90249,33.9110871,-118.3040232
CA-S-20077,LOS ANGELES DISTILLERY,Â,8650 HAYDEN PL,CULVER CITY,CA,90232,0,Â,8650 HAYDEN PL CULVER CITY CA 90232,34.0215164,-118.3844575
CA-S-20078,LIBERTY CALL DISTILLING LLC,CALIVORE SPIRITS,2739 VIA ORANGE WAY,SPRING VALLEY,CA,91978,0,San Diego,2739 VIA ORANGE WAY SPRING VALLEY CA 91978,32.7292862,-116.967951
CA-S-20079,HORN ENTERPRISES INC.,WASTED YOUTH SPIRITS,3230 RIVERSIDE AVE,PASO ROBLES,CA,93446,6000,SAN LUIS OBISPO COUNTY,3230 RIVERSIDE AVE PASO ROBLES CA 93446,35.6481557,-120.6893189
CA-S-20080,"MARTINELLI WINERY, INC.",MARTINELLI WINERY,3360 RIVER RD,WINDSOR,CA,95492,0,Sonoma,3360 RIVER RD WINDSOR CA 95492,38.487545,-122.80703
CA-S-20081,"DOC PEPE'S LAB, LLC",Â,2700 GARDEN RD,MONTEREY,CA,93940,5337,Monterey,2700 GARDEN RD MONTEREY CA 93940,36.5851287,-121.8500457
CA-S-20082,DA VE WINERY INC.,DA-VE WINERY,2300 S WATNEY WAY,FAIRFIELD,CA,94533,0,Solano,2300 S WATNEY WAY FAIRFIELD CA 94533,38.2345307,-122.0720437
CA-S-20083,"BRIAN TOEPFER, MICHAEL TOEPFER AND CHRISTOPHER DEAN",CALI SHINE DISTILLERY CO.,5216 ARBOGA ROAD,OLIVEHURST,CA,95961,0,Yuba,5216 ARBOGA ROAD OLIVEHURST CA 95961,39.1047546,-121.560848
CA-S-20084,"SOUTH FORK SPIRITS, LLC",Â,16128 W BROOKSIDE DR,SONORA,CA,95370,0,Tuolumne,16128 W BROOKSIDE DR SONORA CA 95370,38.0644761,-120.2756233
CA-S-20085,SIDDIQUI SELECT LLC,Â,5900 PRUITT AVE,WINDSOR,CA,95492,0,USA,5900 PRUITT AVE WINDSOR CA 95492,38.523513,-122.7909559
CA-S-20086,"WINESHINE, INC.",Â,3064 LIMESTONE WAY,PASO ROBLES,CA,93446,0,Â,3064 LIMESTONE WAY PASO ROBLES CA 93446,35.575735,-120.6905978
CA-S-20087,BROTHERS SPIRITS LLC,BROTHERS SPIRITS,201 INDUSTRIAL WAY,BUELLTON,CA,93427,0,Santa Barbara,201 INDUSTRIAL WAY BUELLTON CA 93427,34.6145464,-120.1996558
CA-S-20088,BANGOR WINE GROUP LLC,COBBLE RIDGE DISTILLERY,555 AVACADO RD,BANGOR,CA,95914,0,Butte,555 AVACADO RD BANGOR CA 95914,39.4032057,-121.4211152
CA-S-20089,GREG MILLER,CAPITAL LIQUORS PROJECT,34255 CORCORAN HILL LN,DAVIS,CA,95616,9407,YOLO,34255 CORCORAN HILL LN DAVIS CA 95616,38.5755633,-121.8698456
CA-S-20090,"THE TONGLEN SPIRIT COMPANY, INC.",Â,8969 COMPLEX DR,SAN DIEGO,CA,92123,0,Â,8969 COMPLEX DR SAN DIEGO CA 92123,32.8301456,-117.1339536
CA-S-20091,"CUTLER'S ARTISAN SPIRITS, INC.",Â,137 ANACAPA ST,SANTA BARBARA,CA,93101,0,Â,137 ANACAPA ST SANTA BARBARA CA 93101,34.4147474,-119.6906398
CA-S-20092,OUR/LOS ANGELES VODKA LLC,OUR/LA VODKA,915 SOUTH SANTA FE AVE,LOS ANGELES,CA,90021,0,Â,915 SOUTH SANTA FE AVE LOS ANGELES CA 90021,34.0321357,-118.2301531
CA-S-20093,"DAOU VINEYARDS, LLC",Â,2777 HIDDEN MOUNTAIN RD,PASO ROBLES,CA,93446,0,San Luis Obispo,2777 HIDDEN MOUNTAIN RD PASO ROBLES CA 93446,35.6414621,-120.7843429
CA-S-20094,"BAY AREA DISTILLING COMPANY, LLC",BAY AREA DISTILLING COMPANY,2160 ELKINS WAY,BRENTWOOD,CA,94513,0,Â,2160 ELKINS WAY BRENTWOOD CA 94513,37.9570232,-121.6875675
CA-S-20095,OAKLAND VENTURES INC.,Â,489 25TH ST,OAKLAND,CA,94612,2408,Alameda,489 25TH ST OAKLAND CA 94612,37.8143249,-122.267736
CA-S-20096,MAVRIK NORTH AMERICA LLC,Â,105 ZINFANDEL LN,ST HELENA,CA,94574,0,Â,105 ZINFANDEL LN ST HELENA CA 94574,38.4889858,-122.4282924
CA-S-20097,"SAN DIEGO DISTILLERY, INC.",Â,2766 VIA ORANGE WAY,SPRING VALLEY,CA,91978,1753,USA,2766 VIA ORANGE WAY SPRING VALLEY CA 91978,32.728444,-116.96841
CA-S-20098,SAMUEL TERESI,1848 DISTILLERY,3073 NEWTOWN RD,PLACERVILLE,CA,95667,0,Â,3073 NEWTOWN RD PLACERVILLE CA 95667,38.7334132,-120.7433875
CA-S-20099,AUGUST JOSEPH BRIGGS,HEALDSBURG DISTILLERS,1229 GROVE ST,HEALDSBURG,CA,95448,0,Sonoma,1229 GROVE ST HEALDSBURG CA 95448,38.6247532,-122.8769319
CA-S-20100,DENNIS GRIMES & JULIE GRIMES,EAGLES NEST WINERY,18259 CHABLIS RD,RAMONA,CA,92065,7025,San Diego,18259 CHABLIS RD RAMONA CA 92065,33.0160344,-116.9376994
CA-S-20101,THE SPIRIT GUILD LLC,Â,586 MATEO ST,LOS ANGELES,CA,90013,0,Â,586 MATEO ST LOS ANGELES CA 90013,34.0389068,-118.2325467
